Índice de Desenvolvimento Humano (IDH)
Sigla;Código;Município;1970;1980;1991;
BA;2927309;Salinas da Margarida;0,366;0,411;0,445;
BA;2927408;Salvador;0,58;0,742;0,793;
BA;2927507;Santa Bárbara;0,24;0,414;0,406;
BA;2927606;Santa Brígida;0,22;0,305;0,323;
BA;2927705;Santa Cruz Cabrália;0,263;0,477;0,483;
BA;2927804;Santa Cruz da Vitória;0,261;0,377;0,387;
BA;2927903;Santa Inês;0,286;0,396;0,391;
BA;2928000;Santaluz;0,278;0,405;0,435;
BA;2928059;Santa Luzia;;;0,371;
BA;2928109;Santa Maria da Vitória;0,306;0,376;0,441;
BA;2928208;Santana;0,319;0,42;0,475;
BA;2928307;Santanópolis;0,248;0,382;0,403;
BA;2928406;Santa Rita de Cássia;0,322;0,409;0,411;
BA;2928505;Santa Teresinha;0,269;0,331;0,409;
BA;2928604;Santo Amaro;0,351;0,479;0,515;
BA;2928703;Santo Antônio de Jesus;0,338;0,511;0,561;
BA;2928802;Santo Estêvão;0,278;0,378;0,459;
BA;2928901;São Desidério;0,251;0,367;0,41;
BA;2928950;São Domingos;;;0,423;
BA;2929008;São Félix;0,291;0,423;0,472;
BA;2929057;São Félix do Coribe;;;0,436;
BA;2929107;São Felipe;0,298;0,384;0,472;
BA;2929206;São Francisco do Conde;0,413;0,483;0,492;
BA;2929255;São Gabriel;;;0,36;
BA;2929305;São Gonçalo dos Campos;0,278;0,403;0,445;
BA;2929354;São José da Vitória;;;0,381;
BA;2929370;São José do Jacuípe;;;0,362;
BA;2929404;São Miguel das Matas;0,292;0,396;0,426;
BA;2929503;São Sebastião do Passé;0,348;0,493;0,542;
BA;2929602;Sapeaçu;0,282;0,379;0,464;
BA;2929701;Sátiro Dias;0,199;0,297;0,331;
BA;2929750;Saubara;;;0,44;
BA;2929800;Saúde;0,276;0,371;0,391;
BA;2929909;Seabra;0,274;0,453;0,457;
BA;2930006;Sebastião Laranjeiras;0,295;0,414;0,484;
BA;2930105;Senhor do Bonfim;0,307;0,46;0,489;
BA;2930154;Serra do Ramalho;;;0,368;
BA;2930204;Sento Sé;0,301;0,398;0,357;
BA;2930303;Serra Dourada;0,274;0,364;0,408;
BA;2930402;Serra Preta;0,226;0,379;0,387;
BA;2930501;Serrinha;0,277;0,425;0,47;
BA;2930600;Serrolândia;0,253;0,382;0,407;
BA;2930709;Simões Filho;0,354;0,542;0,584;
BA;2930758;Sítio do Mato;;;0,355;
BA;2930766;Sítio do Quinto;;;0,36;
BA;2930774;Sobradinho;;;0,56;
BA;2930808;Souto Soares;0,263;0,392;0,415;
BA;2930907;Tabocas do Brejo Velho;0,266;0,307;0,379;
BA;2931004;Tanhaçu;0,266;0,386;0,378;
BA;2931053;Tanque Novo;;;0,397;
BA;2931103;Tanquinho;0,356;0,462;0,443;
BA;2931202;Taperoá;0,274;0,427;0,37;
BA;2931301;Tapiramutá;0,269;0,386;0,368;
BA;2931350;Teixeira de Freitas;;;0,551;
BA;2931400;Teodoro Sampaio;0,309;0,393;0,496;
BA;2931509;Teofilândia;0,2;0,324;0,384;
BA;2931608;Teolândia;0,214;0,338;0,393;
BA;2931707;Terra Nova;0,27;0,407;0,459;
BA;2931806;Tremedal;0,254;0,335;0,376;
BA;2931905;Tucano;0,244;0,314;0,382;
BA;2932002;Uauá;0,254;0,387;0,39;
BA;2932101;Ubaíra;0,275;0,424;0,396;
BA;2932200;Ubaitaba;0,341;0,568;0,434;
BA;2932309;Ubatã;0,296;0,455;0,414;
BA;2932408;Uibaí;0,263;0,445;0,414;
BA;2932457;Umburanas;;;0,313;
BA;2932507;Una;0,35;0,446;0,399;
BA;2932606;Urandi;0,304;0,44;0,453;
BA;2932705;Uruçuca;0,309;0,455;0,395;
BA;2932804;Utinga;0,244;0,425;0,378;
BA;2932903;Valença;0,291;0,469;0,488;
BA;2933000;Valente;0,274;0,447;0,424;
BA;2933059;Várzea da Roça;;;0,344;
BA;2933109;Várzea do Poço;0,279;0,374;0,435;
BA;2933158;Várzea Nova;;;0,347;
BA;2933174;Varzedo;;;0,411;
BA;2933208;Vera Cruz;0,334;0,493;0,542;
BA;2933257;Vereda;;;0,43;
BA;2933307;Vitória da Conquista;0,353;0,579;0,574;
BA;2933406;Wagner;0,266;0,435;0,417;
BA;2933455;Wanderley;;;0,393;
BA;2933505;Wenceslau Guimarães;0,226;0,416;0,374;
BA;2933604;Xique-Xique;0,293;0,396;0,39;
BA;2999919;Trancoso;;;;
BA;2999929;Barcellos;;;;
BA;2999939;Olivença;;;;
BA;2999949;Villa Verde;;;;
CE;2300101;Abaiara;0,202;0,337;0,354;
CE;2300150;Acarapé;;;0,378;
CE;2300200;Acaraú;0,228;0,326;0,376;
CE;2300309;Acopiara;0,241;0,342;0,349;
CE;2300408;Aiuaba;0,232;0,303;0,354;
CE;2300507;Alcântaras;0,239;0,293;0,353;
CE;2300606;Altaneira;0,213;0,263;0,327;
CE;2300705;Alto Santo;0,248;0,304;0,413;
CE;2300754;Amontada;;;0,368;
CE;2300804;Antonina do Norte;0,249;0,349;0,391;
CE;2300903;Apuiarés;0,272;0,324;0,367;
CE;2301000;Aquiraz;0,246;0,372;0,424;
CE;2301109;Aracati;0,222;0,333;0,442;
CE;2301208;Aracoiaba;0,261;0,294;0,359;
CE;2301257;Ararendá;;;;
CE;2301307;Araripe;0,207;0,296;0,34;
CE;2301406;Aratuba;0,254;0,382;0,428;
CE;2301505;Arneiroz;0,251;0,357;0,357;
CE;2301604;Assaré;0,229;0,314;0,374;
CE;2301703;Aurora;0,234;0,31;0,395;
CE;2301802;Baixio;0,231;0,309;0,361;
CE;2301851;Banabuiú;;;0,377;
CE;2301901;Barbalha;0,298;0,439;0,458;
CE;2301950;Barreira;;;0,396;
CE;2302008;Barro;0,259;0,347;0,404;
CE;2302057;Barroquinha;;;0,282;
CE;2302107;Baturité;0,268;0,386;0,428;
CE;2302206;Beberibe;0,23;0,331;0,397;
CE;2302305;Bela Cruz;0,214;0,36;0,362;
CE;2302404;Boa Viagem;0,233;0,296;0,37;
CE;2302503;Brejo Santo;0,272;0,399;0,458;
CE;2302602;Camocim;0,25;0,332;0,387;
CE;2302701;Campos Sales;0,233;0,339;0,431;
CE;2302800;Canindé;0,256;0,337;0,422;
CE;2302909;Capistrano;0,234;0,296;0,378;
CE;2303006;Caridade;0,222;0,3;0,381;
CE;2303105;Cariré;0,284;0,362;0,371;
CE;2303204;Caririaçu;0,187;0,256;0,338;
CE;2303303;Cariús;0,225;0,271;0,381;
CE;2303402;Carnaubal;0,211;0,283;0,343;
CE;2303501;Cascavel;0,271;0,364;0,413;
CE;2303600;Catarina;0,303;0,369;0,394;
CE;2303659;Catunda;;;;
CE;2303709;Caucaia;0,291;0,416;0,525;
CE;2303808;Cedro;0,22;0,33;0,4;
CE;2303907;Chaval;0,249;0,291;0,341;
CE;2303931;Choró;;;;
CE;2303956;Chorozinho;;;0,362;
CE;2304004;Coreaú;0,23;0,286;0,385;
CE;2304103;Crateús;0,304;0,395;0,457;
CE;2304202;Crato;0,29;0,465;0,551;
CE;2304236;Croatá;;;0,322;
CE;2304251;Cruz;;;0,406;
CE;2304269;Deputado Irapuan Pinheiro;;;0,353;
CE;2304277;Ererê;;;0,393;
CE;2304285;Eusébio;;;0,494;
CE;2304301;Farias Brito;0,196;0,3;0,351;
CE;2304350;Forquilha;;;0,396;
CE;2304400;Fortaleza;0,463;0,681;0,762;
CE;2304459;Fortim;;;;
CE;2304509;Frecheirinha;0,283;0,319;0,367;
CE;2304608;General Sampaio;0,28;0,325;0,339;
CE;2304657;Graça;;;0,332;
CE;2304707;Granja;0,248;0,312;0,317;
CE;2304806;Granjeiro;0,231;0,327;0,312;
CE;2304905;Groaíras;0,262;0,31;0,394;
CE;2304954;Guaiúba;;;0,425;
CE;2305001;Guaraciaba do Norte;0,23;0,301;0,379;
CE;2305100;Guaramiranga;0,298;0,327;0,426;
CE;2305209;Hidrolândia;0,311;0,344;0,39;
CE;2305233;Horizonte;;;0,409;
CE;2305266;Ibaretama;;;0,336;
CE;2305308;Ibiapina;0,199;0,338;0,373;
CE;2305332;Ibicuitinga;;;0,376;
CE;2305357;Icapuí;;;0,412;
CE;2305407;Icó;0,22;0,315;0,359;
CE;2305506;Iguatu;0,252;0,404;0,484;
CE;2305605;Independência;0,28;0,325;0,431;
CE;2305654;Ipaporanga;;;0,36;
CE;2305704;Ipaumirim;0,356;0,321;0,393;
CE;2305803;Ipu;0,275;0,374;0,43;
CE;2305902;Ipueiras;0,26;0,317;0,375;
CE;2306009;Iracema;0,236;0,353;0,394;
CE;2306108;Irauçuba;0,287;0,35;0,387;
CE;2306207;Itaiçaba;0,248;0,335;0,373;
CE;2306256;Itaitinga;;;;
CE;2306306;Itapagé;0,281;0,333;0,43;
CE;2306405;Itapipoca;0,272;0,369;0,413;
CE;2306504;Itapiúna;0,238;0,279;0,367;
CE;2306553;Itarema;;;0,369;
CE;2306603;Itatira;0,221;0,27;0,336;
CE;2306702;Jaguaretama;0,254;0,323;0,413;
CE;2306801;Jaguaribara;0,286;0,348;0,449;
CE;2306900;Jaguaribe;0,279;0,398;0,448;
CE;2307007;Jaguaruana;0,253;0,346;0,415;
CE;2307106;Jardim;0,236;0,339;0,4;
CE;2307205;Jati;0,244;0,303;0,376;
CE;2307254;Jijoca de Jericoacoara;;;;
CE;2307304;Juazeiro do Norte;0,279;0,411;0,503;
CE;2307403;Jucás;0,222;0,334;0,369;
CE;2307502;Lavras da Mangabeira;0,22;0,314;0,382;
CE;2307601;Limoeiro do Norte;0,257;0,43;0,501;
CE;2307635;Madalena;;;0,371;
CE;2307650;Maracanaú;;;0,537;
CE;2307700;Maranguape;0,288;0,461;0,469;
CE;2307809;Marco;0,211;0,334;0,373;
CE;2307908;Martinópole;0,249;0,307;0,343;
CE;2308005;Massapê;0,197;0,266;0,367;
CE;2308104;Mauriti;0,244;0,337;0,366;
CE;2308203;Meruoca;0,217;0,319;0,388;
CE;2308302;Milagres;0,227;0,347;0,397;
CE;2308351;Milhã;;;0,374;
CE;2308377;Miraíma;;;0,363;
CE;2308401;Missão Velha;0,227;0,339;0,383;
CE;2308500;Mombaça;0,258;0,34;0,366;
CE;2308609;Monsenhor Tabosa;0,278;0,341;0,38;
CE;2308708;Morada Nova;0,256;0,346;0,431;
CE;2308807;Moraújo;0,337;0,331;0,386;
CE;2308906;Morrinhos;0,225;0,323;0,356;
CE;2309003;Mucambo;0,222;0,313;0,386;
CE;2309102;Mulungu;0,262;0,324;0,441;
CE;2309201;Nova Olinda;0,22;0,312;0,403;
CE;2309300;Nova Russas;0,285;0,351;0,401;
CE;2309409;Novo Oriente;0,261;0,299;0,382;
CE;2309458;Ocara;;;0,365;
CE;2309508;Orós;0,219;0,354;0,408;
CE;2309607;Pacajus;0,259;0,376;0,454;
CE;2309706;Pacatuba;0,255;0,371;0,488;
CE;2309805;Pacoti;0,273;0,328;0,425;
CE;2309904;Pacujá;0,484;0,337;0,498;
CE;2310001;Palhano;0,185;0,313;0,375;
CE;2310100;Palmácia;0,268;0,36;0,452;
CE;2310209;Paracuru;0,277;0,367;0,444;
CE;2310258;Paraipaba;;;0,469;
CE;2310298;Cococi;0,251;;;
CE;2310308;Parambu;0,267;0,35;0,408;
CE;2310407;Paramoti;0,207;0,297;0,35;
CE;2310506;Pedra Branca;0,193;0,281;0,343;
CE;2310605;Penaforte;0,298;0,374;0,401;
CE;2310704;Pentecoste;0,264;0,332;0,387;
CE;2310803;Pereiro;0,236;0,316;0,383;
CE;2310852;Pindoretama;;;0,413;
CE;2310902;Piquet Carneiro;0,21;0,328;0,382;
CE;2310951;Pires Ferreira;;;0,373;
CE;2311009;Poranga;0,255;0,289;0,331;
CE;2311108;Porteiras;0,217;0,303;0,372;
CE;2311207;Potengi;0,219;0,306;0,393;
CE;2311231;Potiretama;;;0,386;
CE;2311264;Quiterianópolis;;;0,355;
CE;2311306;Quixadá;0,265;0,363;0,436;
CE;2311355;Quixelô;;;0,347;
CE;2311405;Quixeramobim;0,28;0,358;0,442;
CE;2311504;Quixeré;0,185;0,277;0,408;
CE;2311603;Redenção;0,235;0,336;0,389;
CE;2311702;Reriutaba;0,295;0,34;0,405;
CE;2311801;Russas;0,267;0,41;0,497;
CE;2311900;Saboeiro;0,241;0,334;0,338;
CE;2311959;Salitre;;;0,312;
CE;2312007;Santana do Acaraú;0,262;0,322;0,371;
CE;2312106;Santana do Cariri;0,221;0,313;0,379;
CE;2312205;Santa Quitéria;0,293;0,318;0,382;
CE;2312304;São Benedito;0,228;0,306;0,375;
CE;2312403;São Gonçalo do Amarante;0,263;0,385;0,413;
CE;2312502;São João do Jaguaribe;0,26;0,407;0,47;
CE;2312601;São Luís do Curu;0,28;0,388;0,449;
CE;2312700;Senador Pompeu;0,294;0,383;0,431;
CE;2312809;Senador Sá;0,212;0,302;0,38;
CE;2312908;Sobral;0,279;0,422;0,481;
CE;2313005;Solonópole;0,244;0,322;0,4;
CE;2313104;Tabuleiro do Norte;0,221;0,358;0,465;
CE;2313203;Tamboril;0,243;0,354;0,383;
CE;2313252;Tarrafas;;;0,334;
CE;2313302;Tauá;0,266;0,368;0,427;
CE;2313351;Tejuçuoca;;;0,354;
CE;2313401;Tianguá;0,221;0,34;0,42;
CE;2313500;Trairi;0,245;0,355;0,409;
CE;2313559;Tururu;;;0,381;
CE;2313609;Ubajara;0,232;0,382;0,393;
CE;2313708;Umari;0,235;0,324;0,356;
CE;2313757;Umirim;;;0,338;
CE;2313807;Uruburetama;0,252;0,33;0,416;
CE;2313906;Uruoca;0,231;0,314;0,324;
CE;2313955;Varjota;;;0,431;
CE;2314003;Várzea Alegre;0,226;0,309;0,389;
CE;2314102;Viçosa do Ceará;0,258;0,306;0,337;
CE;2399919;Entre Rios;;;;
CE;2399929;Mecejana;;;;
CE;2399939;Vertentes;;;;
DF;5300108;Brasília;0,652;0,751;0,806;
ES;3200102;Afonso Cláudio;0,338;0,501;0,544;
ES;3200136;Águia Branca;;;0,48;
ES;3200169;Água Doce do Norte;;;0,439;
ES;3200201;Alegre;0,364;0,581;0,63;
ES;3200300;Alfredo Chaves;0,391;0,63;0,637;
ES;3200359;Alto Rio Novo;;;0,497;
ES;3200409;Anchieta;0,395;0,595;0,635;
ES;3200508;Apiacá;0,392;0,531;0,577;
ES;3200607;Aracruz;0,392;0,682;0,733;
ES;3200706;Atilio Vivacqua;0,381;0,537;0,578;
ES;3200805;Baixo Guandu;0,361;0,564;0,535;
ES;3200904;Barra de São Francisco;0,308;0,499;0,527;
ES;3201001;Boa Esperança;0,305;0,491;0,552;
ES;3201100;Bom Jesus do Norte;0,453;0,644;0,615;
ES;3201159;Brejetuba;;;;
ES;3201209;Cachoeiro de Itapemirim;0,474;0,717;0,743;
ES;3201308;Cariacica;0,47;0,668;0,655;
ES;3201407;Castelo;0,454;0,611;0,64;
ES;3201506;Colatina;0,425;0,653;0,691;
ES;3201605;Conceição da Barra;0,287;0,48;0,514;
ES;3201704;Conceição do Castelo;0,45;0,665;0,555;
ES;3201803;Divino de São Lourenço;0,352;0,486;0,484;
ES;3201902;Domingos Martins;0,382;0,585;0,636;
ES;3202009;Dores do Rio Preto;0,347;0,544;0,564;
ES;3202108;Ecoporanga;0,248;0,414;0,505;
ES;3202207;Fundão;0,406;0,629;0,658;
ES;3202256;Governador Lindenberg;;;;
ES;3202306;Guaçuí;0,405;0,629;0,641;
ES;3202405;Guarapari;0,448;0,709;0,69;
ES;3202454;Ibatiba;;;0,513;
ES;3202504;Ibiraçu;0,451;0,687;0,637;
ES;3202553;Ibitirama;;;0,49;
ES;3202603;Iconha;0,405;0,657;0,677;
ES;3202652;Irupi;;;;
ES;3202702;Itaguaçu;0,44;0,633;0,601;
ES;3202801;Itapemirim;0,346;0,525;0,577;
ES;3202900;Itarana;0,416;0,648;0,648;
ES;3203007;Iúna;0,331;0,529;0,55;
ES;3203056;Jaguaré;;;0,625;
ES;3203106;Jerônimo Monteiro;0,392;0,613;0,586;
ES;3203130;João Neiva;;;0,693;
ES;3203163;Laranja da Terra;;;0,537;
ES;3203205;Linhares;0,385;0,592;0,614;
ES;3203304;Mantenópolis;0,303;0,43;0,494;
ES;3203320;Marataízes;;;;
ES;3203346;Marechal Floriano;;;;
ES;3203353;Marilândia;;;0,627;
ES;3203403;Mimoso do Sul;0,378;0,582;0,548;
ES;3203502;Montanha;0,315;0,534;0,568;
ES;3203601;Mucurici;0,317;0,433;0,557;
ES;3203700;Muniz Freire;0,335;0,5;0,551;
ES;3203809;Muqui;0,412;0,571;0,595;
ES;3203908;Nova Venécia;0,383;0,571;0,597;
ES;3204005;Pancas;0,312;0,53;0,526;
ES;3204054;Pedro Canário;;;0,554;
ES;3204104;Pinheiros;0,293;0,436;0,603;
ES;3204203;Piúma;0,366;0,55;0,653;
ES;3204252;Ponto Belo;;;;
ES;3204302;Presidente Kennedy;0,353;0,46;0,533;
ES;3204351;Rio Bananal;;;0,553;
ES;3204401;Rio Novo do Sul;0,368;0,668;0,633;
ES;3204500;Santa Leopoldina;0,38;0,546;0,547;
ES;3204559;Santa Maria de Jetibá;;;0,578;
ES;3204609;Santa Teresa;0,44;0,645;0,642;
ES;3204658;São Domingos do Norte;;;;
ES;3204708;São Gabriel da Palha;0,382;0,618;0,594;
ES;3204807;São José do Calçado;0,374;0,552;0,585;
ES;3204906;São Mateus;0,328;0,529;0,639;
ES;3204955;São Roque do Canaã;;;;
ES;3205002;Serra;0,39;0,679;0,676;
ES;3205010;Sooretama;;;;
ES;3205036;Vargem Alta;;;0,558;
ES;3205069;Venda Nova do Imigrante;;;0,677;
ES;3205101;Viana;0,37;0,563;0,597;
ES;3205150;Vila Pavão;;;;
ES;3205176;Vila Valério;;;;
ES;3205200;Vila Velha;0,519;0,752;0,802;
ES;3205309;Vitória;0,641;0,753;0,813;
ES;3299919;Riacho;;;;
ES;3299929;Ponte do Itabapoana;;;;
GO;5200050;Abadia de Goiás;;;;
GO;5200100;Abadiânia;0,332;0,435;0,587;
GO;5200134;Acreúna;;0,584;0,627;
GO;5200159;Adelândia;;;0,56;
GO;5200175;Água Fria de Goiás;;;0,498;
GO;5200209;Água Limpa;0,332;0,541;0,59;
GO;5200258;Águas Lindas de Goiás;;;;
GO;5200308;Alexânia;0,339;0,478;0,541;
GO;5200506;Aloândia;0,385;0,514;0,553;
GO;5200555;Alto Horizonte;;;;
GO;5200605;Alto Paraíso de Goiás;0,315;0,422;0,584;
GO;5200803;Alvorada do Norte;0,281;0,455;0,514;
GO;5200829;Amaralina;;;;
GO;5200852;Americano do Brasil;;;0,599;
GO;5200902;Amorinópolis;0,386;0,533;0,62;
GO;5201108;Anápolis;0,489;0,693;0,766;
GO;5201207;Anhanguera;0,404;0,609;0,586;
GO;5201306;Anicuns;0,375;0,556;0,564;
GO;5201405;Aparecida de Goiânia;0,391;0,627;0,636;
GO;5201454;Aparecida do Rio Doce;;;;
GO;5201504;Aporé;0,351;0,593;0,657;
GO;5201603;Araçu;0,399;0,468;0,567;
GO;5201702;Aragarças;0,413;0,66;0,594;
GO;5201801;Aragoiânia;0,372;0,617;0,586;
GO;5202155;Araguapaz;;;0,505;
GO;5202353;Arenópolis;;;0,601;
GO;5202502;Aruanã;0,355;0,55;0,608;
GO;5202601;Aurilândia;0,421;0,548;0,624;
GO;5202809;Avelinópolis;0,334;0,483;0,607;
GO;5203104;Baliza;0,325;0,506;0,481;
GO;5203203;Barro Alto;0,322;0,42;0,499;
GO;5203302;Bela Vista de Goiás;0,396;0,575;0,676;
GO;5203401;Bom Jardim de Goiás;0,359;0,641;0,584;
GO;5203500;Bom Jesus de Goiás;0,362;0,631;0,644;
GO;5203559;Bonfinópolis;;;0,55;
GO;5203575;Bonópolis;;;;
GO;5203609;Brazabrantes;0,348;0,453;0,554;
GO;5203807;Britânia;0,382;0,563;0,526;
GO;5203906;Buriti Alegre;0,379;0,624;0,692;
GO;5203939;Buriti de Goiás;;;;
GO;5203962;Buritinópolis;;;;
GO;5204003;Cabeceiras;0,319;0,42;0,539;
GO;5204102;Cachoeira Alta;0,387;0,603;0,686;
GO;5204201;Cachoeira de Goiás;0,329;0,655;0,566;
GO;5204250;Cachoeira Dourada;;;0,625;
GO;5204300;Caçu;0,423;0,641;0,729;
GO;5204409;Caiapônia;0,383;0,632;0,637;
GO;5204508;Caldas Novas;0,42;0,666;0,775;
GO;5204557;Caldazinha;;;;
GO;5204607;Campestre de Goiás;0,332;0,508;0,543;
GO;5204656;Campinaçu;;;0,544;
GO;5204706;Campinorte;0,331;0,536;0,553;
GO;5204805;Campo Alegre de Goiás;0,382;0,558;0,753;
GO;5204854;Campo Limpo de Goiás;;;;
GO;5204904;Campos Belos;0,314;0,464;0,572;
GO;5204953;Campos Verdes;;;0,563;
GO;5205000;Carmo do Rio Verde;0,339;0,446;0,558;
GO;5205059;Castelândia;;;;
GO;5205109;Catalão;0,452;0,69;0,727;
GO;5205208;Caturaí;0,349;0,56;0,552;
GO;5205307;Cavalcante;0,285;0,375;0,416;
GO;5205406;Ceres;0,4;0,571;0,735;
GO;5205455;Cezarina;;;0,597;
GO;5205471;Chapadão do Céu;;;;
GO;5205497;Cidade Ocidental;;;;
GO;5205513;Cocalzinho de Goiás;;;;
GO;5205521;Colinas do Sul;;;0,53;
GO;5205703;Córrego do Ouro;0,369;0,532;0,559;
GO;5205802;Corumbá de Goiás;0,334;0,439;0,553;
GO;5205901;Corumbaíba;0,433;0,644;0,644;
GO;5206206;Cristalina;0,365;0,596;0,652;
GO;5206305;Cristianópolis;0,385;0,579;0,661;
GO;5206404;Crixás;0,33;0,469;0,628;
GO;5206503;Cromínia;0,348;0,613;0,62;
GO;5206602;Cumari;0,421;0,588;0,642;
GO;5206701;Damianópolis;0,255;0,339;0,465;
GO;5206800;Damolândia;0,32;0,511;0,583;
GO;5206909;Davinópolis;0,361;0,465;0,595;
GO;5207105;Diorama;0,328;0,537;0,525;
GO;5207253;Doverlândia;;;0,547;
GO;5207352;Edealina;;;0,605;
GO;5207402;Edéia;0,377;0,631;0,687;
GO;5207501;Estrela do Norte;0,354;0,529;0,511;
GO;5207535;Faina;;;0,545;
GO;5207600;Fazenda Nova;0,374;0,528;0,593;
GO;5207808;Firminópolis;0,383;0,492;0,63;
GO;5207907;Flores de Goiás;0,315;0,394;0,419;
GO;5208004;Formosa;0,385;0,601;0,723;
GO;5208103;Formoso;0,31;0,524;0,621;
GO;5208152;Gameleira de Goiás;;;;
GO;5208301;Divinópolis de Goiás;0,29;0,376;0,476;
GO;5208400;Goianápolis;0,302;0,503;0,558;
GO;5208509;Goiandira;0,424;0,648;0,647;
GO;5208608;Goianésia;0,343;0,589;0,632;
GO;5208707;Goiânia;0,587;0,729;0,797;
GO;5208806;Goianira;0,368;0,576;0,582;
GO;5208905;Goiás;0,345;0,504;0,634;
GO;5209101;Goiatuba;0,409;0,663;0,729;
GO;5209150;Gouvelândia;;;0,596;
GO;5209200;Guapó;0,404;0,592;0,624;
GO;5209291;Guaraíta;;;;
GO;5209408;Guarani de Goiás;0,203;0,304;0,411;
GO;5209457;Guarinos;;;0,492;
GO;5209606;Heitoraí;0,411;0,5;0,57;
GO;5209705;Hidrolândia;0,345;0,558;0,574;
GO;5209804;Hidrolina;0,321;0,612;0,548;
GO;5209903;Iaciara;0,326;0,473;0,5;
GO;5209937;Inaciolândia;;;;
GO;5209952;Indiara;;;0,636;
GO;5210000;Inhumas;0,389;0,684;0,694;
GO;5210109;Ipameri;0,47;0,64;0,654;
GO;5210158;Ipiranga de Goiás;;;;
GO;5210208;Iporá;0,455;0,61;0,666;
GO;5210307;Israelândia;0,366;0,658;0,554;
GO;5210406;Itaberaí;0,381;0,563;0,639;
GO;5210562;Itaguari;;;0,53;
GO;5210604;Itaguaru;0,359;0,448;0,593;
GO;5210802;Itajá;0,409;0,639;0,634;
GO;5210901;Itapaci;0,349;0,504;0,612;
GO;5211008;Itapirapuã;0,323;0,504;0,557;
GO;5211206;Itapuranga;0,334;0,476;0,579;
GO;5211305;Itarumã;0,368;0,69;0,694;
GO;5211404;Itauçu;0,325;0,525;0,581;
GO;5211503;Itumbiara;0,405;0,678;0,733;
GO;5211602;Ivolândia;0,36;0,515;0,575;
GO;5211701;Jandaia;0,349;0,538;0,624;
GO;5211800;Jaraguá;0,373;0,538;0,562;
GO;5211909;Jataí;0,471;0,681;0,74;
GO;5212006;Jaupaci;0,362;0,501;0,593;
GO;5212055;Jesúpolis;;;;
GO;5212105;Joviânia;0,409;0,694;0,711;
GO;5212204;Jussara;0,368;0,545;0,653;
GO;5212253;Lagoa Santa;;;;
GO;5212303;Leopoldo de Bulhões;0,359;0,472;0,605;
GO;5212501;Luziânia;0,372;0,613;0,716;
GO;5212600;Mairipotaba;0,309;0,619;0,669;
GO;5212709;Mambaí;0,311;0,381;0,42;
GO;5212808;Mara Rosa;0,316;0,476;0,581;
GO;5212907;Marzagão;0,384;0,556;0,725;
GO;5212956;Matrinchã;;;0,571;
GO;5213004;Maurilândia;0,315;0,647;0,639;
GO;5213053;Mimoso de Goiás;;;0,471;
GO;5213087;Minaçu;;0,563;0,609;
GO;5213103;Mineiros;0,453;0,701;0,744;
GO;5213400;Moiporá;0,361;0,479;0,545;
GO;5213509;Monte Alegre de Goiás;0,234;0,385;0,436;
GO;5213707;Montes Claros de Goiás;0,318;0,58;0,631;
GO;5213756;Montividiu;;;0,615;
GO;5213772;Montividiu do Norte;;;;
GO;5213806;Morrinhos;0,39;0,671;0,703;
GO;5213855;Morro Agudo de Goiás;;;0,545;
GO;5213905;Mossâmedes;0,385;0,479;0,554;
GO;5214002;Mozarlândia;0,318;0,582;0,585;
GO;5214051;Mundo Novo;;;0,544;
GO;5214101;Mutunópolis;0,326;0,477;0,532;
GO;5214408;Nazário;0,374;0,551;0,577;
GO;5214507;Nerópolis;0,383;0,595;0,627;
GO;5214606;Niquelândia;0,304;0,509;0,556;
GO;5214705;Nova América;0,324;0,497;0,551;
GO;5214804;Nova Aurora;0,339;0,592;0,586;
GO;5214838;Nova Crixás;;;0,567;
GO;5214861;Nova Glória;;;0,537;
GO;5214879;Nova Iguaçu de Goiás;;;;
GO;5214903;Nova Roma;0,264;0,411;0,479;
GO;5215009;Nova Veneza;0,32;0,581;0,555;
GO;5215207;Novo Brasil;0,349;0,515;0,604;
GO;5215231;Novo Gama;;;;
GO;5215256;Novo Planalto;;;0,596;
GO;5215306;Orizona;0,387;0,544;0,613;
GO;5215405;Ouro Verde de Goiás;0,337;0,5;0,646;
GO;5215504;Ouvidor;0,394;0,583;0,673;
GO;5215603;Padre Bernardo;0,352;0,409;0,523;
GO;5215652;Palestina de Goiás;;;0,545;
GO;5215702;Palmeiras de Goiás;0,349;0,58;0,645;
GO;5215801;Palmelo;0,319;0,554;0,614;
GO;5215900;Palminópolis;0,353;0,564;0,591;
GO;5216007;Panamá;0,408;0,628;0,647;
GO;5216304;Paranaiguara;0,376;0,611;0,646;
GO;5216403;Paraúna;0,376;0,668;0,632;
GO;5216452;Perolândia;;;;
GO;5216809;Petrolina de Goiás;0,338;0,478;0,552;
GO;5216908;Pilar de Goiás;0,318;0,405;0,542;
GO;5217104;Piracanjuba;0,371;0,638;0,701;
GO;5217203;Piranhas;0,386;0,657;0,613;
GO;5217302;Pirenópolis;0,313;0,481;0,552;
GO;5217401;Pires do Rio;0,428;0,649;0,723;
GO;5217609;Planaltina;0,283;0,438;0,57;
GO;5217708;Pontalina;0,341;0,654;0,649;
GO;5218003;Porangatu;0,343;0,584;0,629;
GO;5218052;Porteirão;;;;
GO;5218102;Portelândia;0,36;0,574;0,57;
GO;5218300;Posse;0,313;0,345;0,512;
GO;5218391;Professor Jamil;;;;
